vid	start	stop	label	cid	text
S2znq3iRPwE	85.537	98.22	1.3333333730697632	19	They have do have like Nordstrom, Sephora, Urban Outfitters, just to name a few of my favorite places that I shop and if I'm shopping there anyway, I might as well do it online and use my Discover credit card.
S2znq3iRPwE	7.095	13.124	1.3333333730697632	1	So I'm a college student and they do have a Discover It option for college students.
S2znq3iRPwE	0.0	8.095	1.0	0	Hey there, I'm Lucy and I want to make this video talking about the Discover It credit card, because that's the card I use.
S2znq3iRPwE	34.084	41.839	1.6666666269302368	9	I have been kinda worried you know, choosing my first credit card cause a lot could go wrong, but things have been going really great with the Discover It.
S6S2XL0-ZpM	2.297	3.265	0.0	1	My name is Patricia Viseur-Sellers, and I'm at the conference The Courage to Lead.
S8yP6lBOdKo	0.0	23.829	-1.3333333730697632	0	is becoming narcissistically encased in our own mental vortex, our own constant talking, building a world-- it's an imaginary world
S9PDgK7fpJI	35.251	37.259	-0.3333333432674408	10	And how do we know that
S9PDgK7fpJI	49.379	52.035	-1.3333333730697632	13	Not because a tree fell on them
S9PDgK7fpJI	51.405	54.679	0.0	14	Not because they were being horribly abused
S9PDgK7fpJI	0.81	3.456	-0.6666666865348816	1	We need water, we need supplies
S9PDgK7fpJI	-0.488	1.81	-0.6666666865348816	0	Whatever you have, we need it
S9PDgK7fpJI	4.222	8.594	-0.6666666865348816	3	Please send those as we are a part of your country
S9PDgK7fpJI	10.927	13.084	-1.3333333730697632	5	Donald Trump has not done it
S9PDgK7fpJI	8.801	11.468	-1.3333333730697632	4	And those supplies have not been sent
S9PDgK7fpJI	16.055	22.373	-2.3333332538604736	7	Rather than helping American citizens, he is wondering why in the hell they aren't paying their debts
S9PDgK7fpJI	12.293	16.686	-2.6666667461395264	6	Rather than sending aid, he is sending insults
S9PDgK7fpJI	30.941	35.673	-0.6666666865348816	9	Nonetheless, the situation on the island is dire
S9PDgK7fpJI	21.652	30.893	-0.6666666865348816	8	Keep in mind, that's coming from a guy who routinely doesn't pay his debts, and has declared bankruptcy at least five times throughout his life
SCXp4l0CO4s	139.205	154.602	0.0	17	If there's a real problem, or something didn't go right with the implementation, or, and it effects customers, you may be called to get on the phone with customers and kind of help smooth that path.
SGsiGz2fdpo	104.065	116.309	0.6666666865348816	24	 That was through a lot of research and we are really happy with this insurance company so that is something we can help you with when you become an investor, is a really good insurance rate
SGsiGz2fdpo	115.908	130.068	1.3333333730697632	25	 We also are great about the taxes because we have our contacts in Detroit that help us make sure that we have the best amount of taxes due that they are fair and reasonable
SGsiGz2fdpo	129.776	135.835	0.0	26	 Another thing that we are able to do is guide you through a 1031 exchange
SGsiGz2fdpo	135.164	137.292	0.6666666865348816	27	 We have experience with that
SGsiGz2fdpo	85.796	90.229	0.0	20	 I have quite the extensive background checking that I do
SGsiGz2fdpo	89.259	93.192	0.3333333432674408	21	 It even includes visiting where they currently live
SGsiGz2fdpo	92.282	95.197	1.0	22	 Which can be a real eye-opener
SGsiGz2fdpo	95.275	104.456	2.6666667461395264	23	 Then we also offer one of the best insurance rates of any other Detroit landlord that I have ever talked to
SGsiGz2fdpo	137.778	142.33	1.0	29	 We know the timing of it all, so we are happy to work with you through that
SGsiGz2fdpo	0.51	4.833	0.6666666865348816	1	 My name is Monique Burns of Great Day Property Management
SGsiGz2fdpo	4.252	10.709	0.6666666865348816	2	 We are a Detroit, Michigan property management company that buys the properties ourselves
SGsiGz2fdpo	17.013	23.39	0.6666666865348816	5	 Right now they are enjoying their 12%-18% return on investment
SGsiGz2fdpo	11.056	18.013	0.3333333432674408	4	 We place the tenants, and then we sell the properties to investors all over the country and all over the world
SGsiGz2fdpo	28.606	33.787	0.0	7	 One of the first things that we do is we find the location of the house
SGsiGz2fdpo	22.52	28.808	0.6666666865348816	6	 In this video, I am going to discuss the services that we offer
SGsiGz2fdpo	36.319	39.863	0.0	9	 You can read statistics
SGsiGz2fdpo	33.385	37.129	0.3333333432674408	8	 In Detroit, you can go on Google Earth
SGsiGz2fdpo	39.99	48.194	-0.3333333432674408	11	 Unless you live here, you don't really know how one street will perform compared to another street
SGsiGz2fdpo	39.232	40.99	0.0	10	 It does not matter
SGsiGz2fdpo	53.53	57.633	0.0	13	 In Detroit it is like block by block, or street
SGsiGz2fdpo	47.643	53.941	1.0	12	 My husband is a Detroit native and he has a really good sense of really good places to buy properties
SGsiGz2fdpo	60.973	65.634	0.0	15	 Another service that we offer is the renovation
SGsiGz2fdpo	56.812	61.404	-1.0	14	 You go one street over, it can be the end of your investment
SGsiGz2fdpo	72.586	80.271	0.3333333432674408	17	 So when our investors are first buying the properties that first year, the repairs are very very minimal
SGsiGz2fdpo	64.744	73.537	1.6666666269302368	16	 That is another part that my husband does and when he renovates the houses he does it such that we get as few calls as possible
SGsiGz2fdpo	83.961	86.796	0.6666666865348816	19	 That is where I come in
SGsiGz2fdpo	80.439	84.811	0.6666666865348816	18	 Then we also offer tenant placement
SGsiGz2fdpo	148.394	172.212	1.6666666269302368	31	" With all of this you will pay just 10% a month to the property management company, and then you will get 90% of the rent every month coming right into your bank account! I like to call my investors my ""cha-ching club!"" They are a very exclusive club with a waiting list Letting you know"
SGsiGz2fdpo	141.33	148.217	0.0	30	 We can also help you start your own LLC if you don't want to own the house in your own name
SGsiGz2fdpo	183.524	190.431	1.3333333730697632	33	 It would be great to know that you watched my video
SGsiGz2fdpo	172.07	184.215	1.3333333730697632	32	 If you would like more information about our company go to our website Or you could call me
SH0wXyhsx9s	-0.488	8.544	0.6666666865348816	0	and mother died and she loved to cook and she loved to quilt and all the sudden the daughter takes up cooking and quilting
SH0wXyhsx9s	7.873	15.648	-0.3333333432674408	2	Does that make any sense and simplicity is the mom is in the daughter space the daughters in the mom space
SH0wXyhsx9s	46.166	55.507	-0.3333333432674408	4	where did that come from when I said that, or why did i do that or this is an unusual behavior for me to express
SI39azgVUR8	65.542	72.589	2.3333332538604736	10	And I feel way more confident around men now, and I am way more healthier than I have ever been before.
SI39azgVUR8	6.237	15.758	-2.6666667461395264	1	I tried so many different diet plans that all turned out to be bogus, I was so frustrated that I was still overweight!
SI39azgVUR8	18.489	26.354	-1.6666666269302368	3	I was very self conscious about my body, especially around men, and my self esteem really plummeted.
SI39azgVUR8	15.456	19.489	-1.6666666269302368	2	My weight problem was starting to really effective my life.
SI39azgVUR8	34.762	47.156	1.3333333730697632	5	But then I had a friend of mine tell me how a product called Raspberry Ketones Max actually helped her to lose weight, so I decided that I wanted to give it a shot.
SI39azgVUR8	25.683	35.263	0.6666666865348816	4	Then I ended up seeing Dr. Oz talk about how raspberry ketones are supposed to help you lose weight, and I wasn't really sure if it would really work.
SI39azgVUR8	51.454	60.396	3.0	7	Because I have lost all my unwanted weight, in such a brief amount of time, I could not believe it!
SLi2gT5H6m8	3.324	7.626	0.3333333432674408	1	Every generation faces its own unique set of challenges
SLi2gT5H6m8	0.0	3.645	-0.3333333432674408	0	that the environmental challenge is the great challenge of our age
SLi2gT5H6m8	13.431	20.417	0.6666666865348816	3	We've had folks who've worked to transition us to new technological forms through the Industrial Revolution
SLi2gT5H6m8	7.295	14.022	0.0	2	In the past, we've had folks who've worked to bring about greater civil rights for certain parts of the human population
SLi2gT5H6m8	25.643	36.301	0.3333333432674408	5	This particular moment is really, I think, about making sure that human activities are ultimately compatible with ecological realities
SLi2gT5H6m8	20.126	25.615	-0.3333333432674408	4	We've had folks who've been in generations that have had to fight great wars against fascism and so forth
SLi2gT5H6m8	40.29	44.852	0.0	7	There's a quote from a guy I know named David Oren
SLi2gT5H6m8	35.88	39.823	-2.3333332538604736	6	If we don't sort this out, nothing else matters
SLi2gT5H6m8	46.945	52.165	1.3333333730697632	9	And during that workshop, David said something that has stuck with me and resonated ever since
SLi2gT5H6m8	43.852	47.336	0.3333333432674408	8	David and I taught a workshop together some years ago
SMr2DprlLu4	31.131	36.311	2.0	1	I like fixing things, stuff that really gets you going
SMzV26l6iA0	0.0	8.255	1.0	0	I've raised money from over 50 different investors ranging from venture capitalists, family offices, and individual angel investors.
SMzV26l6iA0	50.177	57.882	0.0	4	There's a few sections like a Profile section which is somewhere where you bring a new investor who just wants to learn about your company.
SNBqe_JpZC4	25.883	30.744	-0.3333333432674408	4	Cause it is no good to make your own products if you can't use them.
SRP5FYP71Ng	64.335	71.99	1.0	14	Starting this week, we want to introduce you to professionals who studied engineering in college and have gone on to do all kinds of impressive things.
SSNrLu-eZiM	1.029	10.989	1.0	1	I'm from Consumer Credit Counseling Services and today we're going to answer on particular question about how you can upload a picture to your credit card.
STeqtJLakQQ	6.407	14.062	0.6666666865348816	1	IT IS A GOOD THING THAT SOMEONE SHOULD DO THE GRUNT WORK AND FIGURE OUT WHICH WAS REALLY HAPPENING BEHIND-THE-SCENES
STeqtJLakQQ	0.0	7.127	-0.6666666865348816	0	IT EASY TO BE FOOLED BY THE RESULTS AND NOT DELVE INTO THE METHODOLOGY
STeqtJLakQQ	20.864	27.95	-0.6666666865348816	3	A LOT OF THEM WILL HAVE CONSPIRATORIAL ANSWERS WHEN YOU ASK THEM WHY THEY ARE NOT POLITICALLY ACTIVE
STeqtJLakQQ	13.132	21.864	-1.0	2	ONE OTHER COMMENT I WANT TO MAKE, IT IS NO SURPRISE THAT A LOT OF MILLENNIAL'S, YOUNG VOTERS, ARE DISILLUSIONED BY THE ELECTION PROCESS
STeqtJLakQQ	32.717	40.272	-0.6666666865348816	5	THE REASON WHY IS NOT BECAUSE THEY ARE AGAINST ESTABLISHMENT, THEY ARE AGAINST THE PROPAGANDA MACHINE THAT EXISTS
